,x,y,SYMBOL,Color
194,1281.148071,-8930.46582,20947,265000
195,-86.95769501,-9216.264648,5776,265000
196,1439.291748,-5363.894531,20698,265000
197,1262.498169,-10137.81152,34201,265000
198,862.1781616,-9207.366211,19691,265000
199,1300.157959,-9515.885742,43577,265000
200,1182.338501,-7987.974121,6748,265000
201,529.9903564,-11198.60547,24328,265000
202,-538.4058228,-10015.42773,43450,265000
203,289.1538391,-11463.55859,38730,265000
204,606.6117554,-11491.84082,20843,265000
205,-1375.398682,-10251.72363,21421,265000
206,-666.9261475,-9986.163086,43447,265000
207,-1291.513306,-10646.67773,35404,265000
208,-1214.313965,-10091.71191,30929,265000
209,-553.6356201,-10894.23828,24009,265000
210,3956.834717,1938.805176,21083,265000
211,1145.63623,-9586.852539,26061,265000
212,-1377.929077,-10558.94727,21568,265000
213,173.8121033,-11354.16406,30531,265000
214,1296.677368,-10397.03711,6461,265000
215,161.6564331,-9761.725586,22419,265000
216,144.1168518,-9982.589844,22381,265000
217,-1645.689331,-10060.25977,7790,265000
218,155.1626587,-9728.861328,15071,265000
219,574.722168,-10302.42578,23043,265000
220,366.9728088,-9909.780273,23044,265000
221,1155.935913,-11436.16211,37451,265000
222,681.0333252,-10270.24316,25899,265000
223,-724.8655396,-10055.82031,24768,265000
224,-1259.009399,-10156.6709,5925,265000
225,-1077.187622,-9628.500977,6180,265000
226,-914.5821533,-8899.760742,5898,265000
227,-1026.62207,-8975.705078,6176,265000
228,-23.10575485,-10891.70801,35069,265000
229,450.3637695,-9939.386719,39738,265000
230,64.44023132,-9335.65332,33438,265000
231,-983.5314941,-8591.057617,5948,265000
232,103.8752441,-11342.7334,26280,265000
233,712.8279419,-11830.91602,23600,265000
234,-1462.114624,-10555.06641,34567,265000
235,-999.1871948,-9656.364258,30980,265000
236,-961.9639282,-10861.93555,1112,265000
237,-585.4901123,-10187.17676,13395,265000
238,-1496.511353,-10287.55664,41224,265000
239,798.5982056,-10585.28027,42000,265000
240,-1340.331543,-9593.441406,25985,265000
241,1024.947266,-10630.2373,41999,265000
242,1466.306396,-10300.50195,25035,265000
243,1589.798828,-10801.1709,7834,265000
244,395.3878174,-10625.44043,29450,265000
245,-4.167535782,-11171.15332,22780,265000
246,581.5692749,-11186.1875,24703,265000
247,310.8686218,-8495.253906,14830,265000
248,-743.3878784,-9791.99707,23350,265000
249,-150.2098083,-10562.3457,42387,265000
250,-93.49902344,-10630.40039,37540,265000
251,-2720.004395,-9014.320313,5562,265000
252,-2060.441895,-9006.547852,24131,265000
253,1249.565063,-10792.81055,5325,265000
254,1277.016968,-10833.98828,24092,265000
255,1471.456177,-10583.76855,12602,265000
256,249.0095673,-10926.33301,29449,265000
257,1067.088989,-11123.65723,27719,265000
258,953.1015015,-10240.58984,1424,265000
259,-205.8276672,-9140.90332,23946,265000
260,1372.91333,-10291.48926,24177,265000
261,2111.75,-10385.5332,27340,265000
262,377.7125244,-11033.75195,17620,265000
263,55.87286377,-11059.78418,26648,265000
264,1216.849609,-11397.97754,30009,265000
265,1025.33606,-11745.58789,24758,265000
266,339.5500793,-11552.42188,30187,265000
267,118.0266266,-10125.14063,30257,265000
268,-575.0388794,-9652.573242,31561,265000
269,900.2022095,-9414.146484,31097,265000
270,-196.0671844,-9663.319336,29198,265000
271,1002.405579,-11791.1084,25670,265000
272,-770.093689,-10896.79297,26127,265000
273,212.7535553,-9134.53125,26312,265000
274,-101.0373459,-9441.385742,30473,265000
275,186.8351746,-11206.45312,23527,265000
276,-1038.87561,-10271.6875,26746,265000
277,451.3679504,-6359.035156,35140,265000
278,254.529068,-4472.788574,35139,265000
279,-427.6227722,-10345.87891,26282,265000
280,1302.8479,-8923.607422,40603,265000
281,-921.8793335,-9513.036133,16211,265000
282,-753.2376099,-10498.57812,23975,265000
283,360.9615479,-11182.18848,31880,265000
284,364.203125,-11484.49902,17853,265000
285,1285.421021,-8699.93457,32412,265000
286,705.7498779,-10953.71094,30253,265000
287,1426.826172,-9717.889648,17540,265000
288,-80.88532257,-11014.52539,26613,265000
289,1519.366333,-10458.62207,24191,265000
290,685.2737427,-11016.02246,16460,265000
291,-646.302063,-8730.211914,29809,265000
292,-653.7658081,-10068.41113,1009,265000
293,-270.388855,-9922.72168,1011,265000
294,943.5821533,-9713.15625,1619,265000
295,471.7630005,-11346.50098,16463,265000
296,983.8144531,-10492.74316,8309,265000
297,-2074.89209,-10150.51855,34372,265000
298,-800.6222534,-9804.405273,13969,265000
299,-1269.772461,-10002.88867,41776,265000
300,395.5326233,-11431.61914,35358,265000
301,-54.76927567,-11621.69043,34579,265000
302,84.43498993,-9145.94043,26781,265000
303,-454.287323,-8921.878906,31563,265000
304,-906.7853394,-9671.989258,18702,265000
305,-1213.090698,-9719.936523,24415,265000
306,985.453186,-11425.30762,21950,265000
307,14.41263008,-11483.24219,17870,265000
308,637.9415283,-11119.18359,16561,265000
309,1109.30249,-10630.07227,31879,265000
310,-572.9810181,-9605.057617,30308,265000
311,-1845.968994,-10035.19336,17771,265000
312,-1430.374634,-10153.6416,34379,265000
313,-872.9440308,-8720.420898,27276,265000
314,-536.6017456,-9039.045898,19185,265000
315,-50.93207169,-10107.29688,25722,265000
316,-1014.051697,-8895.157227,27970,265000
317,26.74886894,-9142.373047,32122,265000
318,-761.8260498,-8731.988281,32120,265000
319,1077.671997,-11818.34863,27751,265000
320,961.5043335,-11030.12109,39261,265000
321,1160.55542,-11921.41113,27756,265000
322,294.616272,-9792.53418,21756,265000
323,-562.8519287,-9079.210938,27607,265000
324,-805.3670044,-10179.53223,26782,265000
325,114.390213,-11743.60645,30137,265000
326,-659.9281616,-10389.0498,29517,265000
327,-1347.722778,-10203.57031,29510,265000
328,-1313.994019,-9970.222656,1579,265000
329,-1016.927795,-9093.105469,27956,265000
330,435.5805054,-11027.15723,25797,265000
331,433.8908997,-9256.478516,29241,265000
332,-947.7295532,-9363.472656,35368,265000
333,-1411.696533,-9781.254883,34049,265000
334,-855.633728,-10593.64648,29620,265000
335,-205.9664307,-11015.62207,29623,265000
336,-1661.57959,-9221.464844,40078,265000
337,-1694.177856,-10379.10547,21828,265000
338,-1740.510254,-9717.782227,14978,265000
339,-101.8220596,-9285.805664,29199,265000
340,-505.7932434,-9947.115234,17625,265000
341,1466.230347,-10431.58398,20717,265000
342,-1462.340698,-10837.72559,30979,265000
343,-1328.020264,-10382.34766,23756,265000
344,317.3394775,-9341.308594,30478,265000
345,78.59184265,-8829.411133,30479,265000
346,103.5651093,-9311.173828,963,265000
347,-1038.51355,-9724.344727,17546,265000
348,243.6238251,-10224.50195,39505,265000
349,-495.3511963,-10304.125,23995,265000
350,1355.974731,-8818.765625,26159,265000
351,-131.9702606,-10925.24805,19654,265000
352,-737.3011475,-10428.26172,18963,265000
353,-674.4882813,-9500.789063,26872,265000
354,451.8388672,-11153.5166,1656,265000
355,-556.4456787,-10240.70508,37679,265000
356,-1085.733765,-10042.04297,21502,265000
357,-745.4372559,-9768.105469,28031,265000
358,-876.9934082,-9792.955078,30493,265000
359,-83.34967041,-10283.55566,41921,265000
360,780.1571045,-11920.25684,23711,265000
361,-10.66156387,-9018.40625,1792,265000
362,-352.9214783,-8468.359375,32130,265000
363,-1140.572144,-9845.0625,8115,265000
364,-829.6417236,-8557.185547,31379,265000
365,-313.4356689,-8129.086426,31412,265000
366,-639.883606,-8399.40918,31382,265000
367,-387.973114,-9136.65332,32230,265000
368,-52.27287292,-8960.074219,31383,265000
369,-942.5841675,-9400.540039,31558,265000
370,-1089.989502,-9005.663086,22362,265000
371,-250.1528778,-9809.830078,32029,265000
372,111.0338669,-9470.936523,31559,265000
373,-52.1452179,-9051.294922,31570,265000
374,271.9659119,-9143.256836,16525,265000
375,-1001.193176,-9164.994141,31514,265000
376,1923.542358,-9945.074219,6259,265000
377,1941.724243,-9685.126953,31478,265000
378,1758.472412,-9373.160156,31479,265000
379,1810.392456,-8998.910156,15015,265000
380,682.9751587,-11290.69141,19757,265000
381,151.7974701,-9861.975586,39877,265000
382,787.0321655,-10357.01465,169,265000
383,644.5551147,-10984.76758,39079,265000
384,1392.454468,-11214.35156,31679,265000
385,256.0470276,-11972.73438,33509,265000
386,1476.765869,-11021.56738,6270,265000
387,-986.0988159,-10200.52344,1342,265000
388,-1649.318359,-10682.33691,32087,265000
389,1496.052124,-10963.93262,23048,265000
390,1397.068237,-11286.92578,21949,265000
391,1318.598267,-11527.8457,38536,265000
392,770.9359131,-10668.18945,40969,265000
393,-815.4023438,-10908.17969,33106,265000
394,-554.9818115,-10534.50195,32930,265000
395,-694.3746338,-10450.46875,32931,265000
396,-749.2967529,-8923.626953,14377,265000
397,-916.357666,-8160.694824,1741,265000
398,1736.764893,-10139.62207,39701,265000
399,74.64266968,-11074.05664,35323,265000
400,-38.80994415,-11145.00488,35321,265000
401,-2035.934692,-9230.678711,28078,265000
402,-1658.387329,-8741.980469,34893,265000
403,-2716.304688,-9267.321289,34674,265000
404,-336.6376343,-10388.33594,27142,265000
405,429.4417114,-11271.41895,35491,265000
406,602.4688721,-11776.90625,26775,265000
407,454.6745911,-11703.40039,26794,265000
408,-295.2903748,-10132.41211,13064,265000
409,-1514.478516,-9926.229492,38993,265000
410,-985.1164551,-8275.929688,40941,265000
411,-589.5844116,-8155.117676,37875,265000
412,-295.3913574,-8864.935547,8111,265000
413,326.9362793,-9485.488281,34531,265000
414,-1366.845581,-9706.796875,17685,265000
415,-1916.049072,-9994.199219,38992,265000
416,878.4923706,-11083.92285,43456,265000
417,-88.18735504,-8506.935547,17687,265000
418,994.5518188,-8186.944824,1737,265000
419,1186.521606,-8751.594727,25966,265000
420,-725.4151611,-10034.16309,25740,265000
421,-796.9179687,-8726.069336,964,265000
422,-389.436676,-10647.33789,38697,265000
423,27.59516716,-10549.28809,1510,265000
424,1181.351074,-10794.72852,38944,265000
425,492.3690491,-10590.01758,8410,265000
426,1078.422119,-11310.4248,26300,265000
427,708.9224243,-11342.57129,43593,265000
428,1244.753418,-10552.16797,15295,265000
429,1243.106567,-10751.50684,21791,265000
430,1228.557251,-10954.40527,15552,265000
431,1038.411621,-10195.05957,5409,265000
432,-1108.835938,-10308.99023,280,265000
433,-1413.313843,-9440.935547,26938,265000
434,845.8293457,-9897.355469,40313,265000
435,636.2143555,-11377.09668,25604,265000
436,-1209.055664,-9853.52832,20450,265000
437,-1639.856445,-10004.79883,20543,265000
438,-918.2611084,-10092.97266,17561,265000
439,-701.9437256,-9633.149414,22347,265000
440,-970.2380371,-10667.41797,37434,265000
441,-1435.606567,-9927.796875,16238,265000
442,647.338501,-10978.29688,39605,265000
443,952.7001343,-10213.8584,39611,265000
444,-374.976593,-8724.394531,39556,265000
445,307.9062805,-8855.123047,38601,265000
446,665.1518555,-10361.32227,39735,265000
447,59.37139893,-10468.06348,41925,265000
448,813.204895,-9957.492188,8195,265000
449,-749.9832153,-8593.146484,39574,265000
450,-160.6296692,-8555.717773,30814,265000
451,-1857.574219,-10094.87988,34380,265000
452,-742.3359985,-9261.074219,14653,265000
453,-591.9050903,-10521.81738,8279,265000
454,-799.6380615,-10305.00977,13936,265000
455,-867.7755127,-10927.86816,7803,265000
456,-977.4631348,-9217.458984,21480,265000
457,-964.9075317,-9874.152344,6065,265000
458,-191.0832367,-10039.5293,21486,265000
459,545.7288818,-10992.47656,15705,265000
460,640.2727051,-11293.42285,17732,265000
461,818.4925537,-11532.84082,18312,265000
462,-425.2851257,-10574.52637,41313,265000
463,343.9971313,-9645.381836,41234,265000
464,1004.23407,-9980.417969,29332,265000
465,1476.676514,-10150.80469,41995,265000
466,1380.036011,-10412.20898,22910,265000
467,1268.31897,-10362.98047,29892,265000
468,1514.972412,-10645.58594,43931,265000
469,2082.182861,-11169.22461,43887,265000
470,855.6586914,-11061.31445,43858,265000
471,982.9587402,-10696.32324,39956,265000
472,1015.651794,-10911.98926,39952,265000
473,-347.9938354,-8188.635742,13208,265000
474,-561.541748,-8735.6875,24330,265000
475,-85.14065552,-9329.583008,41268,265000
476,1304.890869,-11032.32031,41977,265000
477,1357.453979,-10651.68555,32569,265000
478,546.6399536,-8849.638672,41979,265000
479,-1982.787598,-5801.835938,31460,265000
480,156.1609192,-8613.423828,13082,265000
481,-583.7698975,-9663.613281,40009,265000
482,-935.0825195,-9435.389648,7731,265000
483,1229.052856,-11224.17383,19776,265000
484,1198.671265,-10579.45215,18171,265000
485,-1780.748291,-10856.5791,841,265000
486,-927.5407104,-10386.85449,25409,265000
487,-712.1446533,-10277.56641,31547,265000
488,676.0714111,-9877.712891,41056,265000
489,137.7784576,-10869.33984,34259,265000
490,258.7071533,-10637.37305,26605,265000
491,-1058.715576,-9120.204102,30490,265000
492,-944.4368896,-9929.901367,6160,265000
493,-1588.91687,-10278.07812,30969,265000
494,330.6616516,-9284.767578,40061,265000
495,197.6869354,-11489.03906,12842,265000
496,99.77884674,-10257.97852,490,265000
497,-1035.471191,-9090.9375,38673,265000
498,-1140.545654,-9489.609375,7713,265000
499,379.4267883,-10760.62402,20841,265000
500,-1347.037354,-10277.23633,23425,265000
501,-1578.918945,-9918.494141,14980,265000
502,-1092.653198,-9980.446289,16281,265000
503,-954.1384888,-9201.4375,26013,265000
504,-1633.269653,-8985.005859,21088,265000
505,-1575.170898,-9337.140625,1795,265000
506,-1815.253906,-9847.661133,29815,265000
507,1746.265747,-9191.884766,40946,265000
508,876.3439331,-9481.830078,23744,265000
509,286.0925293,-9938.199219,23435,265000
510,675.3474731,-10515.84082,41166,265000
511,1331.122437,-11157.45215,38036,265000
512,378.1696777,-9058.679688,40633,265000
513,6.006347179,-8407.084961,40691,265000
514,318.5230408,-8791.910156,31397,265000
515,1146.518311,-9313.376953,31414,265000
516,911.8152466,-11114.86914,13891,265000
517,782.3745117,-11172.00879,22214,265000
518,488.4841309,-10927.47754,40972,265000
519,1531.05957,-9665.986328,40286,265000
520,-466.5598145,-8835.876953,41244,265000
521,-1269.617554,-9887.830078,15508,265000
522,1432.788208,-9816.600586,27078,265000
523,283.3636169,-9495.104492,41986,265000
524,1786.244019,-10236.74414,8253,265000
525,264.7096252,-9286.198242,30295,265000
526,871.8581543,-8702.978516,39198,265000
527,30.06706619,-8359.057617,37696,265000
528,-614.0091553,-9247.619141,34355,265000
529,-1488.4021,-9643.012695,34358,265000
530,-1273.406494,-9780.887695,15404,265000
531,-1149.238892,-9554.295898,15016,265000
532,-1431.118408,-10004.80273,41627,265000
533,-758.0018921,-9456.055664,19107,265000
534,-1108.214111,-10058.65918,1811,265000
535,258.6776428,-10734.73633,30339,265000
536,238.2072296,-10457.03809,40487,265000
537,-13.81083012,-10844.90918,41646,265000
538,927.2446899,-11867.70508,43705,265000
539,-999.0247803,-8742.28125,17031,265000
540,-334.1073303,-9071.460937,29426,265000
541,-1856.727661,-10590.58887,34332,265000
542,-2155.436523,-10686.13672,34639,265000
543,1216.753418,-10165.46387,17813,265000
544,1029.4552,-9985.169922,18095,265000
545,1568.192383,-10748.25195,26992,265000
546,-491.4334106,-8864.900391,25224,265000
547,-836.7874756,-10046.82129,40149,265000
548,-708.1876831,-9814.418945,1670,265000
549,-55.50429535,-9269.130859,2066,265000
550,-920.347229,-9654.629883,23956,265000
551,-716.1358643,-11187.72168,13335,265000
552,1298.084473,-9840.626953,29968,265000
553,378.1175842,-9591.556641,31718,265000
554,592.098877,-10675.60059,32614,265000
555,1694.629028,-10655.88086,32615,265000
556,-1720.356079,-9475.765625,20688,265000
557,-1213.88562,-9282.113281,24967,265000
558,-1411.804199,-9202.077148,38169,265000
559,-356.1478271,-8688.459961,1477,265000
560,1440.096313,-11572.30859,38444,265000
561,812.3915405,-10854.77734,40704,265000
562,354.3718262,-8934.282227,31531,265000
563,217.4365845,-11426.17871,26763,265000
564,205.3162384,-11546.00684,26001,265000
565,1195.900879,-10058.49023,32419,265000
566,407.0874939,-11143.52832,26002,265000
567,-159.4451904,-10856.10938,27589,265000
568,997.4250488,-9881.96875,31772,265000
569,862.3984375,-10788.28223,29448,265000
570,-556.617981,-8950.56543,6244,265000
571,-1553.615967,-10315.3877,35448,265000
572,-199.5281677,-11366.55078,21277,265000
573,1413.415039,-11304.49609,42288,265000
574,1469.168945,-10645.85059,7832,265000
575,796.3345337,-10693.54004,22690,265000
576,-1219.624023,-10420.06055,24012,265000
577,-162.5823517,-9105.516602,22194,265000
578,-1183.06604,-9421.235352,35342,265000
579,-818.6383667,-8598.56543,5901,265000
580,-271.8788147,-8287.192383,5624,265000
581,-692.3174438,-8215.882813,6177,265000
582,1487.537598,-3563.277588,33435,265000
583,-256.4354858,-8012.297363,5837,265000
584,-1038.942993,-8896.338867,5899,265000
585,-500.9473572,-9384.629883,198,265000
586,-232.5862427,-7717.774902,17056,265000
587,-530.2444458,-11310.69434,1354,265000
588,-1980.351318,-10665.81836,23426,265000
589,-809.1795654,-9869.105469,14437,265000
590,-1906.930298,-10069.03809,14979,265000
591,1608.053589,-11842.90332,38451,265000
592,1318.710205,-11682.94141,38665,265000
593,-1243.285278,-10302.38867,30964,265000
594,-649.8972168,-10519.91797,30857,265000
595,-1297.821167,-9826.459961,31117,265000
596,1659.42041,-9788.770508,40406,265000
597,1645.002686,-10311.01074,38969,265000
598,1295.416138,-10355.85254,27966,265000
599,-378.1521606,-10049.32227,27965,265000
600,617.1286011,-11930.45703,20293,265000
601,491.5482788,-9783.161133,26270,265000
602,819.6160889,-11096.41602,38807,265000
603,661.3796997,-10788.24414,949,265000
604,54.28395844,-9018.947266,1476,265000
605,42.9435463,-10025.49414,30285,265000
606,622.0823364,-10486.12695,8355,265000
607,-1205.138184,-10540.86133,21569,265000
608,-930.6837158,-11452.97461,39117,265000
609,-711.0924683,-10912.85742,37719,265000
610,149.4013367,-9497.326172,15939,265000
611,-490.1831055,-10723.20605,32888,265000
612,-329.7240906,-9379.256836,31012,265000
613,1478.565063,-10684.37695,682,265000
614,464.4521484,-11492.43652,39258,265000
615,632.4521484,-12220.28418,19922,265000
616,936.336792,-12636.43652,17861,265000
617,-1215.783813,-10477.98926,21122,265000
618,-460.4629822,-10472.35156,16264,265000
619,-227.4779053,-9941.831055,15466,265000
620,148.9345398,-9556.651367,17355,265000
621,777.128479,-9429.642578,8468,265000
622,570.75,-10484.19629,40968,265000
623,1792.557617,-9539.966797,20019,265000
624,1847.436035,-9449.587891,26293,265000
625,-1135.047119,-9625.837891,29641,265000
626,-1420.812012,-9663.354492,30965,265000
627,-539.7850952,-9938.510742,29649,265000
628,-422.5036926,-9765.235352,15352,265000
629,1130.574585,-10121.80859,5586,265000
630,1108.984497,-10429.33398,13217,265000
631,-512.6220703,-7889.644531,28175,265000
632,-213.3408508,-7867.948242,28178,265000
633,159.9523315,-8268.888672,26950,265000
634,937.3404541,-11522.6543,44311,265000
635,-143.7288971,-9659.541992,20798,265000
636,304.5066833,-9360.841797,18288,265000
637,-306.0846558,-8706.063477,20694,265000
638,-582.0679321,-10434.31348,24002,265000
639,-689.4772949,-10544.20996,15439,265000
640,-409.2484131,-10161.12988,5856,265000
641,639.9293213,-9246.639648,27886,265000
642,-1530.817993,-10375.48926,5872,265000
643,-1619.255127,-10474.0625,31576,265000
644,-207.4889832,-8399.637695,30795,265000
645,-769.6188965,-10320.14844,33534,265000
646,766.3483276,-8986.200195,39866,265000
647,606.2589722,-9764.172852,17733,265000
648,1170.808472,-9831.333008,13865,265000
649,1100.87085,-9884.367187,37922,265000
650,1379.18457,-9921.817383,13864,265000
651,2492.468018,-9686.385742,41996,265000
